Domain Name,Domain Type,Agency,City,State,Status
OREGONMOTORVOTER.GOV,State/Local Govt,Non-Federal Agency,Salem,OR,ACTIVE
OREGONRX.GOV,State/Local Govt,Non-Federal Agency,Salem,OR,ACTIVE
OREGONSTUDENTAID.GOV,State/Local Govt,Non-Federal Agency,Salem,OR,ACTIVE
OREGONUSF.GOV,State/Local Govt,Non-Federal Agency,Salem,OR,ACTIVE
OREGONVOTES.GOV,State/Local Govt,Non-Federal Agency,Salem,OR,ACTIVE
ORHEALTHCARE.GOV,State/Local Govt,Non-Federal Agency,Salem,OR,ACTIVE
OSE-CT.GOV,State/Local Govt,Non-Federal Agency,Hartford,CT,ACTIVE
OUTDOORNEBRASKA.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE
OVERLANDPARKKS.GOV,State/Local Govt,Non-Federal Agency,Overland Park,KS,ACTIVE
PA.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PA529.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PA529ABLE.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PAABLE.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PAACPAMMMI.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE
PAAUDITOR.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PACIFICFLYWAY.GOV,State/Local Govt,Non-Federal Agency,Vancouver,WA,ACTIVE
PADILLABAY.GOV,State/Local Govt,Non-Federal Agency,MOUNT VERNON,WA,ACTIVE
PAHOUSE.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PAINVEST.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PALMBEACHCOUNTYTAXCOLLECTOR-FL.GOV,State/Local Govt,Non-Federal Agency,West Palm Beach,FL,ACTIVE
PANYNJ.GOV,State/Local Govt,Non-Federal Agency,New York,NY,ACTIVE
PAOPENFORBUSINESS.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PARTNERSFORHEALTHTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
PASEN.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PASENATE.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PATREASURY.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PAULDING.GOV,State/Local Govt,Non-Federal Agency,Dallas,GA,ACTIVE
PAYIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
PAYMAINE.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME,ACTIVE
PEACHTREECORNERSGA.GOV,State/Local Govt,Non-Federal Agency,PEACHTREE CORNERS,GA,ACTIVE
PENNDOT.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PENNSYLVANIA.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA,ACTIVE
PERRY-GA.GOV,State/Local Govt,Non-Federal Agency,Perry,GA,ACTIVE
PINECREST-FL.GOV,State/Local Govt,Non-Federal Agency,Pinecrest,FL,ACTIVE
PINELLASCOUNTY-FL.GOV,State/Local Govt,Non-Federal Agency,Clearwater,FL,ACTIVE
PINELLASCOUNTYFL.GOV,State/Local Govt,Non-Federal Agency,Clearwater,FL,ACTIVE
PLAINVILLE-CT.GOV,State/Local Govt,Non-Federal Agency,Plainville,CT,ACTIVE
PPA-OR.GOV,State/Local Govt,Non-Federal Agency,Salem,OR,ACTIVE
PR.GOV,State/Local Govt,Non-Federal Agency,San Juan,PR,ACTIVE
PREVENTHAIAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
PROVINCETOWN-MA.GOV,State/Local Govt,Non-Federal Agency,Provincetown,MA,ACTIVE
PUERTORICO.GOV,State/Local Govt,Non-Federal Agency,San Juan,PR,ACTIVE
QAAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
QUALITYFIRSTAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
READYALABAMA.GOV,State/Local Govt,Non-Federal Agency,Montgomery,AL,ACTIVE
READYNH.GOV,State/Local Govt,Non-Federal Agency,Concord,NH,ACTIVE
READYVIRGINIA.GOV,State/Local Govt,Non-Federal Agency,Richmond,VA,ACTIVE
READYWV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
RECYCLEOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
REDISTRICTINGFLORIDA.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
REGISTERTOVOTENV.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE
RELAYUTAH.GOV,State/Local Govt,Non-Federal Agency,Salt Lake City,UT,ACTIVE
REPORTITTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
RETIREREADYTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
RHODEISLAND.GOV,State/Local Govt,Non-Federal Agency,Providence,RI,ACTIVE
RI.GOV,State/Local Govt,Non-Federal Agency,Providence,RI,ACTIVE
RIDESHAREWI.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
RIDESHAREWISCONSIN.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
RILEGISLATURE.GOV,State/Local Govt,Non-Federal Agency,Providence,RI,ACTIVE
RIPSGA.GOV,State/Local Govt,Non-Federal Agency,North Scituate,RI,ACTIVE
RISP.GOV,State/Local Govt,Non-Federal Agency,North Scituate,RI,ACTIVE
ROCKISLANDTOWNSHIPIL.GOV,State/Local Govt,Non-Federal Agency,Rock Island,IL,ACTIVE
ROWANCOUNTYNC.GOV,State/Local Govt,Non-Federal Agency,Salisbury,NC,ACTIVE
RSA-AL.GOV,State/Local Govt,Non-Federal Agency,Montgomery,AL,ACTIVE
RULEWATCHOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
SACOMAINE.GOV,State/Local Govt,Non-Federal Agency,Saco,ME,ACTIVE
SAFEHOMEALABAMA.GOV,State/Local Govt,Non-Federal Agency,Montgomery,AL,ACTIVE
SAFERFLORIDAHIGHWAYS.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
SAFERFLORIDAROADS.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
SAFESD.GOV,State/Local Govt,Non-Federal Agency,Pierre,SD,ACTIVE
SALINA-KS.GOV,State/Local Govt,Non-Federal Agency,Salina,KS,ACTIVE
SANDPOINTIDAHO.GOV,State/Local Govt,Non-Federal Agency,Sandpoint,ID,ACTIVE
SAOMT.GOV,State/Local Govt,Non-Federal Agency,Helena,MT,ACTIVE
SAVEMYHOMEAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
SAVEOURHOMEAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
SC.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCAG.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCCONSUMER.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCDEW.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCDHEC.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCDHHS.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCDPS.GOV,State/Local Govt,Non-Federal Agency,Blythewood,SC,ACTIVE
SCFC.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCHELP.GOV,State/Local Govt,Non-Federal Agency,Columbia`,SC,ACTIVE
SCHOUSE.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCNEWHIRE.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCOH.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
SCOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
SCOTTCOUNTYIOWA.GOV,State/Local Govt,Non-Federal Agency,Davenport,IA,ACTIVE
SCSENATE.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCSERV.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SCSTATEHOUSE.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SD.GOV,State/Local Govt,Non-Federal Agency,Pierre,SD,ACTIVE
SDAUDITOR.GOV,State/Local Govt,Non-Federal Agency,Pierre,SD,ACTIVE
SDBMOE.GOV,State/Local Govt,Non-Federal Agency,Pierre,SD,ACTIVE
SDLEGISLATURE.GOV,State/Local Govt,Non-Federal Agency,pierre,SD,ACTIVE
SDSOS.GOV,State/Local Govt,Non-Federal Agency,Pierre,SD,ACTIVE
SDTREASURER.GOV,State/Local Govt,Non-Federal Agency,Pierre,SD,ACTIVE
SEDGWICK.GOV,State/Local Govt,Non-Federal Agency,Wichita,KS,ACTIVE
SEELYVILLE-IN.GOV,State/Local Govt,Non-Federal Agency,Seelyville,IN,ACTIVE
SEMINOLECOUNTYFL.GOV,State/Local Govt,Non-Federal Agency,Sanford,FL,ACTIVE
SERVEALABAMA.GOV,State/Local Govt,Non-Federal Agency,Montgomery,AL,ACTIVE
SERVEIDAHO.GOV,State/Local Govt,Non-Federal Agency,Boise,ID,ACTIVE
SERVEOHIO.GOV,State/Local Govt,Non-Federal Agency,Columb us,OH,ACTIVE
SERVGA.GOV,State/Local Govt,Non-Federal Agency,Atlanta,GA,ACTIVE
SFWMD.GOV,State/Local Govt,Non-Federal Agency,West Palm Beach,FL,ACTIVE
SHAPINGNEWJERSEY.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE
SHAPINGNJ.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE
SHAREOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
SHREWSBURY-MA.GOV,State/Local Govt,Non-Federal Agency,Shrewsbury,MA,ACTIVE
SOSNC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE
SOUTHCAROLINA.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
SOUTHERNSHORES-NC.GOV,State/Local Govt,Non-Federal Agency,Southern Shores,NC,ACTIVE
SPACEFLORIDA.GOV,State/Local Govt,Non-Federal Agency,Cape Canaveral,FL,ACTIVE
STAGINGAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
STATEOFSOUTHCAROLINA.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
STATEOFWV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
STILLWATERCOUNTYMT.GOV,State/Local Govt,Non-Federal Agency,Columbus,MT,ACTIVE
STOPFRAUDCOLORADO.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,ACTIVE
STOUGHTON-MA.GOV,State/Local Govt,Non-Federal Agency,Stoughton,MA,ACTIVE
STOW-MA.GOV,State/Local Govt,Non-Federal Agency,Stow,MA,ACTIVE
STPAULSNC.GOV,State/Local Govt,Non-Federal Agency,St. Pauls,NC,ACTIVE
SUNRISEFL.GOV,State/Local Govt,Non-Federal Agency,Sunrise,FL,ACTIVE
SUNRISEFLORIDA.GOV,State/Local Govt,Non-Federal Agency,Sunrise,FL,ACTIVE
SUPREMECOURTOFOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
SURFCITYNC.GOV,State/Local Govt,Non-Federal Agency,Surf City,NC,ACTIVE
SWEETHOMEALABAMA.GOV,State/Local Govt,Non-Federal Agency,Montgomery,AL,ACTIVE
TAKOMAPARKMD.GOV,State/Local Govt,Non-Federal Agency,Takoma Park,MD,ACTIVE
TEACHIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
TEAMGA.GOV,State/Local Govt,Non-Federal Agency,Atlanta,GA,ACTIVE
TEAMGEORGIA.GOV,State/Local Govt,Non-Federal Agency,Atlanta,GA,ACTIVE
TEAMTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TENNESSEE.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TENNESSEECOLLEGEADVISER.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TENNESSEECOLLEGEADVISOR.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TENNESSEEIIS.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TENNESSEEPROMISE.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TENNESSEERECONNECT.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TESTOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
TEWKSBURY-MA.GOV,State/Local Govt,Non-Federal Agency,Tewksbury,MA,ACTIVE
TEXAS.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TEXAS511.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TEXASAGRICULTURE.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TEXASATTORNEYGENERAL.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TEXASCHILDRENSCOMMISSION.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TEXASFIGHTSIDTHEFT.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TEXASONLINE.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TEXASSTATEPARKS.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TEXASSUPREMECOURTCOMMISSION.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
THA.GOV,State/Local Govt,Non-Federal Agency,Topeka,KS,ACTIVE
THEFTAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,ACTIVE
THERIGHTCALLIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA,ACTIVE
THESTATEOFSOUTHCAROLINA.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,ACTIVE
TN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TNAG.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TNCOLLATERALMANAGEMENT.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TNCOLLEGEADVISER.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TNCOLLEGEADVISOR.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TNCOURTS.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TNECD.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TNEDU.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TNFAFSAFRENZY.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TNIIS.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TNK12.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TNPROMISE.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TNQUITLINE.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TNREADY.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TNRECONNECT.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TNTOOLKIT.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE
TNTREASURY.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TNVACATION.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TOURISMOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
TOWNOFGOLDENMEADOW-LA.GOV,State/Local Govt,Non-Federal Agency,Golden Meadow,LA,ACTIVE
TOWNOFWINGATENC.GOV,State/Local Govt,Non-Federal Agency,Wingate,NC,ACTIVE
TRANSPARENCYFLORIDA.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE
TRANSPARENCYWV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
TRAVELWYOMING.GOV,State/Local Govt,Non-Federal Agency,Cheyenne,WY,ACTIVE
TRUSTTENNESSEE.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TRUSTTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
TTD.GOV,State/Local Govt,Non-Federal Agency,East Norwalk,CT,ACTIVE
TX.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TX511.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TXAG.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TXCOURTS.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TXDMV.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TXDOT.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TXDPS.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TXMAP.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
TXOAG.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
US41WISCONSIN.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
UTAH.GOV,State/Local Govt,Non-Federal Agency,Salt Lake City,UT,ACTIVE
UTAHLAKE.GOV,State/Local Govt,Non-Federal Agency,Salt Lake City,UT,ACTIVE
UTAHTRUST.GOV,State/Local Govt,Non-Federal Agency,North Salt Lake,UT,ACTIVE
UTCOURTS.GOV,State/Local Govt,Non-Federal Agency,Salt Lake City,UT,ACTIVE
VACOURTS.GOV,State/Local Govt,Non-Federal Agency,Richmond,VA,ACTIVE
VAEMERGENCY.GOV,State/Local Govt,Non-Federal Agency,Richmond,VA,ACTIVE
VERMONT.GOV,State/Local Govt,Non-Federal Agency,Montpelier,VT,ACTIVE
VERMONTHEALTHCONNECT.GOV,State/Local Govt,Non-Federal Agency,Montpelier,VT,ACTIVE
VERMONTTAXAMNESTY.GOV,State/Local Govt,Non-Federal Agency,Montpelier,VT,ACTIVE
VERMONTTREASURER.GOV,State/Local Govt,Non-Federal Agency,Montpelier,VT,ACTIVE
VERMONTVOTESFORKIDS.GOV,State/Local Govt,Non-Federal Agency,Montpelier,VT,ACTIVE
VI.GOV,State/Local Govt,Non-Federal Agency,St. Thomas,VI,ACTIVE
VIALERT.GOV,State/Local Govt,Non-Federal Agency,St. Thomas,VI,ACTIVE
VIBIR.GOV,State/Local Govt,Non-Federal Agency,St. Thomas,VI,ACTIVE
VIDOL.GOV,State/Local Govt,Non-Federal Agency,St. Thomas,VI,ACTIVE
VIHFA.GOV,State/Local Govt,Non-Federal Agency,St. Thomas,VI,ACTIVE
VILLAGEOFPENINSULA-OH.GOV,State/Local Govt,Non-Federal Agency,Peninsula,OH,ACTIVE
VIRGINIA.GOV,State/Local Govt,Non-Federal Agency,Chester,VA,ACTIVE
VIRGINIACAPITAL.GOV,State/Local Govt,Non-Federal Agency,Richmond,VA,ACTIVE
VIRGINIACAPITOL.GOV,State/Local Govt,Non-Federal Agency,Richmond,VA,ACTIVE
VIRGINIAGENERALASSEMBLY.GOV,State/Local Govt,Non-Federal Agency,Richmond,VA,ACTIVE
VIRGINIARESOURCES.GOV,State/Local Govt,Non-Federal Agency,Richmond,VA,ACTIVE
VIRGINIASTATEPARKS.GOV,State/Local Govt,Non-Federal Agency,Richmond,VA,ACTIVE
VISITIDAHO.GOV,State/Local Govt,Non-Federal Agency,Boise,ID,ACTIVE
VISITNEBRASKA.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE
VISITNH.GOV,State/Local Govt,Non-Federal Agency,Concord,NH,ACTIVE
VISITWYO.GOV,State/Local Govt,Non-Federal Agency,Cheyenne,WY,ACTIVE
VISITWYOMING.GOV,State/Local Govt,Non-Federal Agency,Cheyenne,WY,ACTIVE
VITEMA.GOV,State/Local Govt,Non-Federal Agency,St. Thomas,VI,ACTIVE
VIVOTE.GOV,State/Local Govt,Non-Federal Agency,St Croix,VI,ACTIVE
VOLUNTEERLOUISIANA.GOV,State/Local Govt,Non-Federal Agency,Baton Rouge,LA,ACTIVE
VOTETEXAS.GOV,State/Local Govt,Non-Federal Agency,Austin,TX,ACTIVE
VT.GOV,State/Local Govt,Non-Federal Agency,Montpelier,VT,ACTIVE
VTALERT.GOV,State/Local Govt,Non-Federal Agency,Montpelier,VT,ACTIVE
WA.GOV,State/Local Govt,Non-Federal Agency,Olympia,WA,ACTIVE
WAKECOUNTYNC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE
WALDOCOUNTYME.GOV,State/Local Govt,Non-Federal Agency,Belfast,ME,ACTIVE
WALPOLE-MA.GOV,State/Local Govt,Non-Federal Agency,Walpole,MA,ACTIVE
WALTONCOUNTYGA.GOV,State/Local Govt,Non-Federal Agency,Monroe,GA,ACTIVE
WASHINGTON-NC.GOV,State/Local Govt,Non-Federal Agency,Washington,NC,ACTIVE
WASHINGTON.GOV,State/Local Govt,Non-Federal Agency,Olympia,WA,ACTIVE
WASHINGTONDC.GOV,State/Local Govt,Non-Federal Agency,"Washington,",DC,ACTIVE
WASHINGTONNC.GOV,State/Local Govt,Non-Federal Agency,Washington,NC,ACTIVE
WASHINGTONSTATE.GOV,State/Local Govt,Non-Federal Agency,Olympia,WA,ACTIVE
WATAUGACOUNTYNC.GOV,State/Local Govt,Non-Federal Agency,Boone,NC,ACTIVE
WCNYH.GOV,State/Local Govt,Non-Federal Agency,New YOrk,NY,ACTIVE
WENHAMMA.GOV,State/Local Govt,Non-Federal Agency,Wenham,MA,ACTIVE
WESTVIRGINIA.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WHITMAN-MA.GOV,State/Local Govt,Non-Federal Agency,Whitman,MA,ACTIVE
WHYNEVADA.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE
WI-TIME.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WI-WORCS.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WI.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WIBADGERTRACS.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WICONNECTIONS2030.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WICOURTS.GOV,State/Local Govt,Non-Federal Agency,MADISON,WI,ACTIVE
WIDOC.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WIGRANTS.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WILAWLIBRARY.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WILDOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE
WILMINGTON-NC.GOV,State/Local Govt,Non-Federal Agency,Wilmington,NC,ACTIVE
WILMINGTONNC.GOV,State/Local Govt,Non-Federal Agency,Wilmington,NC,ACTIVE
WINTERGARDEN-FL.GOV,State/Local Govt,Non-Federal Agency,Winter Garden,FL,ACTIVE
WINTERPORTMAINE.GOV,State/Local Govt,Non-Federal Agency,Winterport,ME,ACTIVE
WINTERSPRINGSFL.GOV,State/Local Govt,Non-Federal Agency,Winter Springs,FL,ACTIVE
WISC.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WISCONSIN.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WISCONSINCRIMEALERT.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WISCONSINDMV.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WISCONSINDOT.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WISCONSINFREIGHTPLAN.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WISCONSINRAILPLAN.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WISCONSINROUNDABOUTS.GOV,State/Local Govt,Non-Federal Agency,Madison,WI,ACTIVE
WMATA.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,ACTIVE
WORKFORCEONETOUCHTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE
WORKFORNC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE
WSDOT.GOV,State/Local Govt,Non-Federal Agency,Olympia,WA,ACTIVE
WV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WV457.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVAGO.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVCOMMERCE.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVCONSUMERPROTECTION.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVCSI.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVDHSEM.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVDNR.GOV,State/Local Govt,Non-Federal Agency,South Charleston,WV,ACTIVE
WVHOUSE.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVINSURANCE.GOV,State/Local Govt,Non-Federal Agency,Charleson,WV,ACTIVE
WVLEGISLATURE.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVOASIS.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVOT.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVOTA.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVPRESIDENT.GOV,State/Local Govt,Non-Federal Agency,Morgantown,WV,ACTIVE
WVPURCHASING.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVREVENUE.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVSAO.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVSENATE.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVSENIORSERVICES.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVSP.GOV,State/Local Govt,Non-Federal Agency,South Charleston,WV,ACTIVE
WVSPEAKER.GOV,State/Local Govt,Non-Federal Agency,Morgantown,WV,ACTIVE
WVSTO.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WVSURPLUS.GOV,State/Local Govt,Non-Federal Agency,Dunbar,WV,ACTIVE
WVTAX.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,ACTIVE
WY.GOV,State/Local Govt,Non-Federal Agency,Cheyenne,WY,ACTIVE
WYCAMPAIGNFINANCE.GOV,State/Local Govt,Non-Federal Agency,Cheyenne,WY,ACTIVE
WYO.GOV,State/Local Govt,Non-Federal Agency,Cheyenne,WY,ACTIVE
WYOBOARDS.GOV,State/Local Govt,Non-Federal Agency,Cheyenne,WY,ACTIVE
