Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
INDIANAUNCLAIMED.GOV,State,Non-Federal Agency,Indiana Office of the Attorney General,Indianapolis,IN,(blank)
INNOCENCECOMMISSION-NC.GOV,State,Non-Federal Agency,The North Carolina Innocence Inquiry Commission,Raleigh,NC,(blank)
INNOVATEOHIO.GOV,State,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
INVESTINIOWA.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,(blank)
IOWA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAAGING.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAAGRICULTURE.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAATTORNEYGENERAL.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWABOILERS.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,(blank)
IOWACHILDLABOR.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,(blank)
IOWACHILDSUPPORT.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWACLEANAIR.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWACOLLEGEAID.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWACONTRACTOR.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,(blank)
IOWACORE.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWACOURTS.GOV,State,Non-Federal Agency,Iowa Judicial Branch,Des Moines,IA,Help.Desk@iowacourts.gov
IOWACULTURE.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWADIVISIONOFLABOR.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWADNR.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWADOT.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAELECTRICAL.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAELEVATORS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAFINANCEAUTHORITY.GOV,State,Non-Federal Agency,Iowa Finance Authority,Des Moines,IA,abuse@IOWAFINANCEAUTHORITY.GOV
IOWAFORMS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAFRAUDFIGHTERS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAGRANTS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAGREATPLACES.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAHUMANITIESCOUNCIL.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAJNC.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,Help.Desk@iowacourts.gov
IOWAJQC.GOV,State,Non-Federal Agency,Iowa Judicial Branch,Des Moines,IA,Help.Desk@iowacourts.gov
IOWALABOR.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,(blank)
IOWALIFT.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,(blank)
IOWALMI.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,(blank)
IOWAOSHA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWASEXOFFENDER.GOV,State,Non-Federal Agency,OCIO - State of Iowa,Des Moines,IA,(blank)
IOWASTEM.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWATAXANDTAGS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWATEST.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWATITLEGUARANTY.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWATREASURER.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAWAGE.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,(blank)
IOWAWDB.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,(blank)
IOWAWORKCOMP.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAWORKFORCE.GOV,State,Non-Federal Agency,Office of the Chief Information Officer,Des Moines,IA,(blank)
IOWAWORKFORCEDEVELOPMENT.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IOWAWORKS.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
IUS.GOV,State,Non-Federal Agency,"State of Idaho, Office of Information Technology Services",Boise,ID,(blank)
JOBS4TN.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,(blank)
JOBSFORTN.GOV,State,Non-Federal Agency,State of Teneessee,38401,TN,(blank)
JOBSND.GOV,State,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,(blank)
KANSAS.GOV,State,Non-Federal Agency,"State of Kansas, DISC",Topeka,KS,(blank)
KANSASCOMMERCE.GOV,State,Non-Federal Agency,Kansas Department of Commerce,Topeka,KS,(blank)
KANSASEMPLOYER.GOV,State,Non-Federal Agency,Kansas Deptment of Labor,Topeka,KS,KISO@ks.gov
KANSASMONEY.GOV,State,Non-Federal Agency,Office of the Kansas Securities Commissioner,Topeka,KS,(blank)
KANSASTAG.GOV,State,Non-Federal Agency,The Adjutant General's Department,Topeka,KS,(blank)
KDHEKS.GOV,State,Non-Federal Agency,Kansas Department of Health and Environment,Topeka,KS,(blank)
KENTUCKY.GOV,State,Non-Federal Agency,Commonwealth of Kentucky,Frankfort,KY,davidj.carter@ky.gov
KIDCENTRALTENNESSEE.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,(blank)
KIDCENTRALTN.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,(blank)
KS.GOV,State,Non-Federal Agency,"State of Kansas, DISC",Topeka,KS,mark.abraham@ks.gov
KSCAREERNAV.GOV,State,Non-Federal Agency,Kansas Department of Commerce,Topeka,KS,Eric.smith@ks.gov
KSCJIS.GOV,State,Non-Federal Agency,Kansas Highway Patrol,Topeka,KS,(blank)
KSREADY.GOV,State,Non-Federal Agency,Kansas Division of Emergency Management,Topeka,KS,(blank)
KY.GOV,State,Non-Federal Agency,Commonwealth of Kentucky,Frankfort,KY,davidj.carter@ky.gov
KYCOURTS.GOV,State,Non-Federal Agency,Administrative Office of the Courts,Frankfort,KY,infrastructure_Services_Security@kycourts.net
LA.GOV,State,Non-Federal Agency,State of Louisiana - Office of Technology Services,Baton Rouge,LA,(blank)
LAFASTSTART.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,nicloaus.james@la.gov
LAJUDICIAL.GOV,State,Non-Federal Agency,State of Louisiana Judicial Branch,New Orleans,LA,iteam@lasc.org
LCSAMI.GOV,State,Non-Federal Agency,Local Community Stabilization Authority,Lansing,MI,(blank)
LEGMT.GOV,State,Non-Federal Agency,"Department of Administration, State of Montana",Helena,MT,(blank)
LGADMI.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
LICENSEDINIOWA.GOV,State,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
LISTOVIRGINIA.GOV,State,Non-Federal Agency,Virginia Department of Emergency Management,Richmond,VA,(blank)
LOCALCOMMUNITYSTABILIZATIONAUTHORITYMI.GOV,State,Non-Federal Agency,Local Community Stabilization Authority,Lansing,MI,(blank)
LOOKFORWARDWI.GOV,State,Non-Federal Agency,Wisconsin Department of Financial Institutions,Madison,WI,adam.donovan@dfi.wisconsin.gov
LOUISIANA.GOV,State,Non-Federal Agency,State of Louisiana - Office of Telecom Mgt,Baton Rouge,LA,(blank)
LOUISIANAENTERTAINMENT.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,Nicolaus.James@la.gov
LOUISIANAFASTSTART.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,Nicolaus.James@la.gov
LOUISIANAMAP.GOV,State,Non-Federal Agency,Division of Administration,Baton Rouge,LA,(blank)
LOUISIANAMUSIC.GOV,State,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,Nicolaus.James@la.gov
LREAB.GOV,State,Non-Federal Agency,Louisiana Real Estate Appraisers Board,Baton Rouge,LA,(blank)
LREC.GOV,State,Non-Federal Agency,Louisiana Real Estate Commission,Baton Rouge,LA,(blank)
MA.GOV,State,Non-Federal Agency,Commonwealth of Massachusetts,Boston,MA,abuse@state.ma.us
MAHEALTHSURVEYS.GOV,State,Non-Federal Agency,Center for Health Information and Analysis,Boston,MA,CHIA-DL-SecurityTeam@MassMail.State.MA.US
MAHOUSE.GOV,State,Non-Federal Agency,Massachusetts Legislature,Boston,MA,abuse@state.ma.us
MAINE.GOV,State,Non-Federal Agency,State of Maine,Augusta,ME,securityoperations@maine.gov
MAINECARE.GOV,State,Non-Federal Agency,State of Maine Office of Information Technology,Augusta,ME,Chad.Perkins@maine.gov
MAINECAREERCENTER.GOV,State,Non-Federal Agency,Maine Department of Labor,Augusta,ME,(blank)
MAINEDOT.GOV,State,Non-Federal Agency,Maine Department of Transportation,Augusta,ME,(blank)
MAINEFLU.GOV,State,Non-Federal Agency,Maine Center for Disease Control and Prevention,Augusta,ME,(blank)
MAINEFORESTSERVICE.GOV,State,Non-Federal Agency,Maine Forest Service,AUGUSTA,ME,forestinfo@maine.gov
MAINELOSAP.GOV,State,Non-Federal Agency,State of Maine LOSAP Board,Augusta,ME,dns@informe.org
MAINEPUBLICHEALTH.GOV,State,Non-Federal Agency,Maine CDC,Augusta,ME,(blank)
MAINESERVICECOMMISSION.GOV,State,Non-Federal Agency,Maine Commission for Community Service,Augusta,ME,(blank)
MAINEUNCLAIMEDPROPERTY.GOV,State,Non-Federal Agency,State of Maine Treasurer's Office,Augusta,ME,(blank)
MAJURY.GOV,State,Non-Federal Agency,MA Office of Jury Commissioner,Boston,MA,(blank)
MALEGISLATURE.GOV,State,Non-Federal Agency,Massachusetts Legislature,Boston,MA,abuse@state.ma.us
MANHASSETPARKDISTRICTNY.GOV,State,Non-Federal Agency,manhasset park district,Manhasset,NY,manhassetparkdistrict@gmail.com
MAPWV.GOV,State,Non-Federal Agency,"WV GIS Technical Center, Department of Geology and Geography, West Virginia University",Morgantown,WV,(blank)
MARYLAND.GOV,State,Non-Federal Agency,Department of Information Technology,Crownsville,MD,(blank)
MARYLANDATTORNEYGENERAL.GOV,State,Non-Federal Agency,Maryland Attorney General,Baltimore,MD,(blank)
MARYLANDHEALTHCONNECTION.GOV,State,Non-Federal Agency,Maryland Health Benefit Exchange,Baltimore,MD,(blank)
MARYLANDTAXES.GOV,State,Non-Federal Agency,Comptroller of Maryland,Annapolis,MD,ITD_PRIMARY_ADMIN@COMP.STATE.MD.US
MASENATE.GOV,State,Non-Federal Agency,Massachusetts Legislature,Boston,MA,abuse@state.ma.us
MASS.GOV,State,Non-Federal Agency,Commonwealth of Massachusetts,Boston,MA,abuse@state.ma.us
MASSACHUSETTS.GOV,State,Non-Federal Agency,Commonwealth of Massachusetts,Boston,MA,abuse@state.ma.us
MASSCOMPARECARE.GOV,State,Non-Federal Agency,Center for Health Information and Analysis,Boston,MA,(blank)
MASSGAMING.GOV,State,Non-Federal Agency,Massachusetts Gaming Commission,Boston,MA,katrina.jagroop-gomes@state.ma.us
MCAC-MD.GOV,State,Non-Federal Agency,Maryland Coordination and Analysis Center,Calverton ,MD,(blank)
MD.GOV,State,Non-Federal Agency,Department of Information Technology,Crownsville,MD,(blank)
MDCAC.GOV,State,Non-Federal Agency,Maryland Coordination and Analysis Center,Woodlawn,MD,(blank)
MDCACDOM.GOV,State,Non-Federal Agency,Maryland Coordination and Analysis Center.,Woodlawn,MD,(blank)
MDCOURTS.GOV,State,Non-Federal Agency,Maryland Judiciary,Annapolis,MD,(blank)
ME.GOV,State,Non-Federal Agency,State of Maine,Augusta,ME,(blank)
MEASURETN.GOV,State,Non-Federal Agency,State of Tennessee,Nashville,TN,(blank)
MEDCMI.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
MGCBMI.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
MI.GOV,State,Non-Federal Agency,Department of Technology Management and Budget,Lansing,MI,abuse@michigan.gov
MI365.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
MICH.GOV,State,Non-Federal Agency,Department of Technology Management and Budget,Lansing,MI,abuse@michigan.gov
MICHIGAN.GOV,State,Non-Federal Agency,Department of Technology Management and Budget,Lansing,MI,abuse@michigan.gov
MICHIGANIDC.GOV,State,Non-Federal Agency,Michigan Indigent Defense Commission,Lansing,MI,(blank)
MIEOG.GOV,State,Non-Federal Agency,Department of Technology Management and Budget,Lansing,MI,abuse@michigan.gov
MILLENNIUMBULKEISWA.GOV,State,Non-Federal Agency,Washington State Department of Ecology,Lacey,WA,(blank)
MINNESOTA.GOV,State,Non-Federal Agency,"State of Minnesota, Office of Enterprise Technology",St. Paul,MN,soc@state.mn.us
MISSISSIPPI.GOV,State,Non-Federal Agency,I.T.S State of Mississippi,Jackson,MS,(blank)
MISSOURI.GOV,State,Non-Federal Agency,State of Missouri,Jefferson City,MO,(blank)
MN.GOV,State,Non-Federal Agency,"State of Minnesota, Office of Enterprise Technology",St. Paul,MN,(blank)
MNCOURTS.GOV,State,Non-Federal Agency,Minnesota Supreme Court,St. Paul,MN,Jared.Felix@courts.state.mn.us
MNDNR.GOV,State,Non-Federal Agency,Minnesota Department of Natural Resources,St. Paul,MN,soc@state.mn.us
MNDOT.GOV,State,Non-Federal Agency,Minnesota Department of Transportation,St. Paul,MN,soc@state.mn.us
MO.GOV,State,Non-Federal Agency,State of Missouri,Jefferson City,MO,Cyber.Security@oa.mo.gov
MOAPPED.GOV,State,Non-Federal Agency,Missouri Court of Appeals,St. Louis,MO,(blank)
MODOT.GOV,State,Non-Federal Agency,Missouri Department of Transporation,Jefferson City,MO,(blank)
MONTANA.GOV,State,Non-Federal Agency,State of Montana,Helena,MT,doasitsdnosc@mt.gov
MONTANAFRAUD.GOV,State,Non-Federal Agency,"Department of Administration, State of Montana",Helena,MT,(blank)
MONTANARESPONSE.GOV,State,Non-Federal Agency,Montana Department of Justice,Helena,MT,dojsecurity@mt.gov
MONTANAWORKS.GOV,State,Non-Federal Agency,Department of Labor & Industry - Technology Services Division,Helena,MT,(blank)
MS.GOV,State,Non-Federal Agency,ITS,Jackson,MS,(blank)
MSLMI.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
MSPADMI.GOV,State,Non-Federal Agency,Department of Technology Management Budget,Lansing,MI,abuse@michigan.gov
MT.GOV,State,Non-Federal Agency,State of Montana,Helena,MT,doasitsdnosc@mt.gov
MTCOUNTYRESULTS.GOV,State,Non-Federal Agency,Montana Secretary of State,Helena,MT,(blank)
MTELECTIONRESULTS.GOV,State,Non-Federal Agency,mtelectionresults.gov,Helena,MT,(blank)
MTLEG.GOV,State,Non-Federal Agency,"Department of Administration, State of Montana",Helena,MT,ACurtis@mt.gov
MTREALID.GOV,State,Non-Federal Agency,Montana Department of Justice,Helena,MT,dojsecurity@mt.gov
MTREVENUE.GOV,State,Non-Federal Agency,MT Department of Revenue,Helena,MT,mbrotherton@mt.gov
MTSOSFILINGS.GOV,State,Non-Federal Agency,Montana Secretary of State,Helena,MT,(blank)
MVDNOWAZ.GOV,State,Non-Federal Agency,ADOT,Phoenix,AZ,(blank)
MYALABAMA.GOV,State,Non-Federal Agency,State of Alabama,Montgomery,AL,(blank)
MYALASKA.GOV,State,Non-Federal Agency,State of Alaska,Juneau,AK,(blank)
MYCOLORADO.GOV,State,Non-Federal Agency,Governor's Office of Information Technology (OIT),Denver,CO,isoc@state.co.us
MYFLORIDA.GOV,State,Non-Federal Agency,State of Florida / Department of Management Services,Tallahassee,FL,(blank)
MYFLORIDACENSUS.GOV,State,Non-Federal Agency,Florida House of Representatives,Tallahassee,FL,(blank)
MYFLORIDACFO.GOV,State,Non-Federal Agency,Florida Department of Financial Services,Tallahassee,FL,clint.morrow@myfloridacfo.com
MYFLORIDAHOUSE.GOV,State,Non-Federal Agency,The Florida House of Representatives,Tallahassee,FL,(blank)
MYFLORIDALICENSE.GOV,State,Non-Federal Agency,Department of Business and Professional Regulation,Tallahasssee,FL,robin.jordan@myfloridalicense.com
MYFLORIDATREASUREHUNT.GOV,State,Non-Federal Agency,FL Dept of Financial Services,Tallahassee,FL,(blank)
MYHAWAII.GOV,State,Non-Federal Agency,DAGS/ICSD,Honolulu,HI,(blank)
MYIN.GOV,State,Non-Federal Agency,Intelenet Commission,Indianapolis,IN,mjohnson@iot.in.gov
MYINDIANA.GOV,State,Non-Federal Agency,Intelenet Commission,Indianapolis,IN,mjohnson@iot.in.gov
MYKENTUCKY.GOV,State,Non-Federal Agency,Commonwealth of Kentucky Cabinet for Health and Family Services,Frankfort,KY,(blank)
MYKY.GOV,State,Non-Federal Agency,Commonwealth of Kentucky Cabinet for Health and Family Services,Frankfort,KY,(blank)
MYNCDMV.GOV,State,Non-Federal Agency,NC Department of Transportation,Raleigh,NC,(blank)
MYNEVADA.GOV,State,Non-Federal Agency,"State of Nevada, Department of Information Technology",Carson City,NV,(blank)
MYOHIO.GOV,State,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,(blank)
MYOREGON.GOV,State,Non-Federal Agency,Office of Governor Kate Brown,Salem,OR,Natalie.King@Oregon.gov
MYSC.GOV,State,Non-Federal Agency,"State of South Carolina, The South Carolina Department of Administration, Chief Information Officer",Cloumbia,SC,randy.rambo@admin.sc.gov
MYTENNESSEE.GOV,State,Non-Federal Agency,State of Tennessee,Smyrna,TN,(blank)
MYTN.GOV,State,Non-Federal Agency,State of Tennessee ,Nashville,TN,(blank)
MYVOTECT.GOV,State,Non-Federal Agency,CT SOTS,Hartford,CT,mirek.golebiewski@ct.gov
NC.GOV,State,Non-Federal Agency,"ITS, Executive Office of the State of North Carolina",Raleigh,NC,(blank)
NCAGR.GOV,State,Non-Federal Agency,Information Technology Services,Raleigh,NC,(blank)
NCBAR.GOV,State,Non-Federal Agency,North Carolina State Bar,Raleigh,NC,(blank)
NCBROADBAND.GOV,State,Non-Federal Agency,North Carolina Department of Commerce,Raleigh,NC,(blank)
NCCERTIFIEDPARALEGAL.GOV,State,Non-Federal Agency,North Carolina State Bar,Raleigh,NC,(blank)
NCCOB.GOV,State,Non-Federal Agency,North Carolina Office of the Commissioner of Banks,Raleigh,NC,ssnively@nccob.gov
NCCOURTS.GOV,State,Non-Federal Agency,NC Admin. Office of the Courts,Raleigh,NC,(blank)
NCCPABOARD.GOV,State,Non-Federal Agency,NC State Board of CPA Examiners,Raleigh,NC,buckw@nccpaboard.gov
NCDCI.GOV,State,Non-Federal Agency,North Carolina Department of Public Safety,Raleigh,NC,security@ncsbi.gov
NCDCR.GOV,State,Non-Federal Agency,NC Department of Cultural Resources,Raleigh,NC,(blank)
NCDENR.GOV,State,Non-Federal Agency,NC DEPT OF ENVIRONMENT & NATURAL RESOURCES,RALEIGH,NC,(blank)
NCDHHS.GOV,State,Non-Federal Agency,NC Department of Health and Human Services,Raleigh,NC,(blank)
NCDOI.GOV,State,Non-Federal Agency,North Carolina Department of Insurance,Raleigh,NC,joshua.snyder@ncdoi.gov
NCDOJ.GOV,State,Non-Federal Agency,North Carolina Department of Justice,Raleigh,NC,(blank)
NCDOR.GOV,State,Non-Federal Agency,Department of Information Technology,Raleigh,NC,IT_Security@ncdor.gov
NCDOT.GOV,State,Non-Federal Agency,North Carolina Department of Transportation,Raleigh,NC,security@ncdot.gov
NCDPS.GOV,State,Non-Federal Agency,N.C. Department of Public Safety,Raleigh,NC,(blank)
NCDRC.GOV,State,Non-Federal Agency,Administrative Office of the Courts,Raleigh,NC,(blank)
NCFORECLOSUREPREVENTION.GOV,State,Non-Federal Agency,NC Housing Finance Agency,Raleigh,NC,(blank)
NCFORESTPRODUCTS.GOV,State,Non-Federal Agency,North Carolina Forest Service,Raleigh,NC,(blank)
NCFORESTSERVICE.GOV,State,Non-Federal Agency,North Carolina Forest Service,Raleigh,NC,(blank)
NCHEALTHCONNEX.GOV,State,Non-Federal Agency,"DIT, State of North Carolina",Raleigh,NC,(blank)
NCISAAC.GOV,State,Non-Federal Agency,North Carolina Department of Justice,Raleigh,NC,jmatthews@ncsbi.gov
NCJSC.GOV,State,Non-Federal Agency,North Carolina Administrative Office of the Courts,Raleigh,NC,(blank)
NCLAMP.GOV,State,Non-Federal Agency,North Carolina State Bar,Raleigh,NC,jhill@ncbar.gov
NCLAWSPECIALISTS.GOV,State,Non-Federal Agency,North Carolina State Bar,Raleigh,NC,(blank)
NCLEG.GOV,State,Non-Federal Agency,North Carolina General Assembly,Raleigh,NC,(blank)
NCMEDICAIDPLAN.GOV,State,Non-Federal Agency,NC Dept of Health and Human Services,"Raleigh, NC",NC,pyreddy.reddy@dhhs.nc.gov
NCMEDICAIDPLANS.GOV,State,Non-Federal Agency,NC Dept of Health and Human Services,Raleigh,NC,pyreddy.reddy@dhhs.nc.gov
NCMOVES.GOV,State,Non-Federal Agency,North Carolina Department of Transportation,Raleigh,NC,(blank)
NCONEMAP.GOV,State,Non-Federal Agency,DENR - CGIA,Raleigh,NC,(blank)
NCOSFM.GOV,State,Non-Federal Agency,NC Department of Insurance,Raleigh,NC,ncdoi.iso@ncdoi.gov
NCPARKS.GOV,State,Non-Federal Agency,North Carolina Division of Parks and Recreation,Raleigh,NC,(blank)
NCPUBLICSCHOOLS.GOV,State,Non-Federal Agency,North Carolina Department of Public Instruction,Raleigh,NC,(blank)
NCREALID.GOV,State,Non-Federal Agency,North Carolina Department Of Transportation,Raleigh,NC,(blank)
NCREC.GOV,State,Non-Federal Agency,North Carolina Real Estate Commission,Raleigh,NC,jake@ncrec.gov
NCSBE.GOV,State,Non-Federal Agency,State Board of Elections,Raleigh,NC,(blank)
NCSBI.GOV,State,Non-Federal Agency,North Carolina Department of Justice,Raleigh,NC,(blank)
NCSTATE.GOV,State,Non-Federal Agency,NC State University,Raleigh,NC,(blank)
NCWORKS.GOV,State,Non-Federal Agency,Division of Workforce Solutions of the Department of Commerce,Raleigh,NC,Michael.terrell@nccommerce.com
ND.GOV,State,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
NDCENSUS.GOV,State,Non-Federal Agency,State of ND,Bismarck,ND,itsecur@nd.gov
NDCLOUD.GOV,State,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
NDCOURTS.GOV,State,Non-Federal Agency,North Dakora Judicial Branch,Bismarck,ND,technology2@ndcourts.gov
NDDATACENTER.GOV,State,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
NDHAN.GOV,State,Non-Federal Agency,"State of ND, Information Technology Department",Bismarck,ND,itsecur@nd.gov
NDHEALTH.GOV,State,Non-Federal Agency,"State of ND, Information Technology Department",Bismarck,ND,itsecur@nd.gov
NDRESPONSE.GOV,State,Non-Federal Agency,"State of North Dakota, ITD",Bismarck,ND,itsecur@nd.gov
NDSTUDIES.GOV,State,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
NE.GOV,State,Non-Federal Agency,State of Nebraska,Lincoln,NE,(blank)
NEBRASKA.GOV,State,Non-Federal Agency,Office of the CIO,Lincoln,NE,(blank)
NEBRASKACORN.GOV,State,Non-Federal Agency,Office of the CIO,Lincoln,NE,(blank)
NEBRASKALEGISLATURE.GOV,State,Non-Federal Agency,State of Nebraska,Lincoln,NE,(blank)
NEBRASKALOSTCASH.GOV,State,Non-Federal Agency,OCIO,Lincoln,NE,(blank)
NEBRASKAMAP.GOV,State,Non-Federal Agency,State of Nebraska,Lincoln,NE,(blank)
NEBRASKARESEARCH.GOV,State,Non-Federal Agency,University of Nebraska,Lincoln,NE,bfitzgerald@nebraska.edu
NEBRASKASPENDING.GOV,State,Non-Federal Agency,OCIO,Lincoln,NE,(blank)
NEBRASKAUNICAMERAL.GOV,State,Non-Federal Agency,State of Nebraska,Lincoln,NE,(blank)
NETWORKMARYLAND.GOV,State,Non-Federal Agency,Maryland Dept. of Information Technology,Annapolis,MD,(blank)
NETWORKNEBRASKA.GOV,State,Non-Federal Agency,Office of the CIO,Lincoln,NE,(blank)
NEVADA.GOV,State,Non-Federal Agency,"State of Nevada, Department of Information Technology",Carson City,NV,dmchugh@admin.nv.gov
NEVADAHOMEAGAIN.GOV,State,Non-Federal Agency,Home Again Program,Las Vegas,NV,domains@moneymanagement.org
NEVADATREASURER.GOV,State,Non-Federal Agency,Nevada State Treasurer,Carson City,NV,(blank)
NEVADAUNCLAIMEDPROPERTY.GOV,State,Non-Federal Agency,Nevada Enterprise IT,Carson City,NV,(blank)
NEWENGLAND511.GOV,State,Non-Federal Agency,State of Vermont,Montpelier,VT,(blank)
NEWHAMPSHIRE.GOV,State,Non-Federal Agency,State of New Hampshire,Concord,NH,Daniel.J.Dister@doit.nh.gov
NEWJERSEY.GOV,State,Non-Federal Agency,State of New Jersey,Trenton,NJ,(blank)
NEWJERSEYBUSINESS.GOV,State,Non-Federal Agency,Office of Information Technology,Trenton,NJ,isu@tech.nj.gov
NEWJERSEYHOMEKEEPER.GOV,State,Non-Federal Agency,New Jersey Housing and Mortgage Finance,Trenton,NJ,(blank)
NEWMEXICO.GOV,State,Non-Federal Agency,Dept. of Information Technology,Santa Fe,NM,lorenzo.ornelas@state.nm.us
NEWYORKHEALTH.GOV,State,Non-Federal Agency,New York State Department of Health,Albany,NY,(blank)
NGLA.GOV,State,Non-Federal Agency,Louisiana Military Department,Alexandria,LA,(blank)
NH.GOV,State,Non-Federal Agency,State of New Hampshire,Concord,NH,Daniel.J.Dister@doit.nh.gov
NJ.GOV,State,Non-Federal Agency,State of New Jersey,Trenton,NJ,(blank)
NJCARES.GOV,State,Non-Federal Agency,"Department of Law and Public Safety, Office of the Attorney General",Trenton,NJ,(blank)
NJCCC.GOV,State,Non-Federal Agency,NJ Casino Control Commission,Atlantic City,NJ,john.tursi@ccc.state.nj.us
NJCHILDSUPPORT.GOV,State,Non-Federal Agency,Department of Human Services Division of Family Development,Trenton,NJ,(blank)
NJCIVILRIGHTS.GOV,State,Non-Federal Agency,"State of NJ, Dept. of Law and Public Safety, Office of the Attorney General",Trenton,NJ,(blank)
NJCONSUMERAFFAIRS.GOV,State,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",Trenton,NJ,(blank)
NJCOURTS.GOV,State,Non-Federal Agency,NJ Judiciary,Trenton,NJ,(blank)
NJDOC.GOV,State,Non-Federal Agency,New Jersey Department of Corrections,Trenton,NJ,(blank)
NJGUNSTAT.GOV,State,Non-Federal Agency,"NJ Law and Public Safety, Office of the Attorney General",Trenton,NJ,(blank)
NJHAS.GOV,State,Non-Federal Agency,NJHMFA,Trenton,NJ,(blank)
NJHELPS.GOV,State,Non-Federal Agency,Department of Human Services Division of Family Development,Trenton,NJ,(blank)
